file_name,score
6835.pkl,0.7522990634138751
9794.pkl,0.48908740355084895
2764.pkl,0.3863669330578365
6185.pkl,0.7179816514362444
10216.pkl,0.6978743236926668
4948.pkl,0.9042498642369518
8489.pkl,0.6165140471756803
5874.pkl,0.49641222235293275
9227.pkl,0.9150011024218708
8535.pkl,0.43657280589183683
1393.pkl,0.4476276438423517
5727.pkl,0.3898309892315332
2546.pkl,0.9545936576642957
10313.pkl,0.7262503888132577
6696.pkl,0.787449017580466
1716.pkl,0.8955343989194037
3189.pkl,0.48124091667625446
627.pkl,0.6955395785832699
7461.pkl,0.5169212257191553
2711.pkl,0.6302448482981297
1252.pkl,1.0105865505147393
8745.pkl,0.5244565019159134
1918.pkl,0.42266484394480885
4593.pkl,0.19410537414377443
7274.pkl,0.9088066694735214
5571.pkl,0.4763078165089101
5543.pkl,0.8619492770946493
8624.pkl,1.3171212499590068
8246.pkl,0.7510132173913256
10081.pkl,0.2316112095381026
672.pkl,0.8388222117261426
1806.pkl,0.7783650420215107
3244.pkl,0.21907189935024723
3596.pkl,0.5504973433808502
5847.pkl,0.8611066210688397
10911.pkl,0.7797899623175488
7747.pkl,0.419174590885928
6720.pkl,0.41375603009718653
9930.pkl,0.5581576730527938
10251.pkl,0.3495986550318661
10694.pkl,0.6207570509613523
9361.pkl,1.3832729553304997
569.pkl,1.0235411635436937
702.pkl,0.33944686115817124
4580.pkl,0.9490366264656185
9448.pkl,0.5407810986505666
11085.pkl,0.5511077718286242
9368.pkl,0.5938143460894371
4694.pkl,0.5690645339781988
10735.pkl,0.19896960371888042
2325.pkl,0.8775080605749347
9046.pkl,0.7303267945668538
2206.pkl,0.6084167990417626
577.pkl,0.61829097207703
7690.pkl,0.6264262683094363
7842.pkl,0.16211068606550574
8153.pkl,0.5171099252111553
2624.pkl,0.21886013414217853
3618.pkl,0.6954272004822628
9222.pkl,0.5349776997313598
9509.pkl,0.7748085224107927
2568.pkl,0.4253606841328804
8580.pkl,0.9176056805119036
3335.pkl,0.6976597742325666
3056.pkl,0.8747053847952186
679.pkl,0.914823475166938
887.pkl,0.7966701628789683
11197.pkl,0.35250455068456804
1859.pkl,0.6593620514921278
7488.pkl,0.6512843913929652
9855.pkl,0.6408388976047796
8768.pkl,0.8178877668473805
3714.pkl,0.6764954908198407
3476.pkl,0.7449263199479396
9373.pkl,0.7184720942806369
8345.pkl,0.27210493715835465
10997.pkl,0.48655842231526836
9182.pkl,0.8401110072349426
39.pkl,0.5843809191339393
210.pkl,0.6244276647179927
792.pkl,0.19830294925652794
8783.pkl,0.8141306001683468
4946.pkl,0.48538660629909725
5913.pkl,0.6629245520519589
3722.pkl,0.3900103720661232
5796.pkl,0.5895768336874764
1712.pkl,0.5291637341518769
2399.pkl,0.5900030955398053
6513.pkl,0.6807352033631086
9012.pkl,0.5083137028024708
1915.pkl,0.5552842182990961
3276.pkl,0.8113822480129943
4912.pkl,0.7053379763065091
7780.pkl,0.673690571100592
7010.pkl,1.003535731105222
5968.pkl,0.5409529764755812
8322.pkl,0.6166865474017903
5470.pkl,0.5304581810666902
7759.pkl,0.7056740817667817
4695.pkl,0.9380899523625738
3630.pkl,0.707678546626636
8761.pkl,0.5171419137925503
7542.pkl,0.5425323970052714
1969.pkl,0.44945066619042673
1579.pkl,0.5865091148164289
4442.pkl,0.629352750023784
8800.pkl,0.5293598017338952
10180.pkl,0.45384906704799344
5294.pkl,0.5719546288611576
2595.pkl,1.0331304082747002
3167.pkl,0.8301518881395106
2814.pkl,0.5193581427407683
6591.pkl,0.6503092240616221
9739.pkl,0.665757236244263
7178.pkl,0.31353345611603894
5729.pkl,0.5531074926792803
9954.pkl,2.3925545765200744
5474.pkl,0.645762440631695
2000.pkl,0.6137158017555688
7505.pkl,0.5371338797360654
3619.pkl,0.6540020379607651
1796.pkl,0.5616712492662548
4876.pkl,0.8781366104120962
5236.pkl,0.792340326109386
7356.pkl,0.35581195654883246
9053.pkl,0.45814792831119105
3304.pkl,0.46211948085749444
10470.pkl,0.42392013130817213
5758.pkl,0.5675798248496398
4718.pkl,0.2557290086412283
9576.pkl,0.7537137284159753
3884.pkl,0.3592110351151933
7201.pkl,0.6946625950099541
1226.pkl,0.49503491477485745
10588.pkl,0.7284561465160911
1889.pkl,0.7114535661457385
7801.pkl,0.5845034292507203
4664.pkl,0.8488205600244639
4098.pkl,0.6714159693837806
5458.pkl,0.41949850432135216
8543.pkl,0.5877219195398111
2867.pkl,0.5085289583993472
1848.pkl,0.277954500986688
7209.pkl,0.5193593282653123
970.pkl,1.0281250138661857
10374.pkl,0.35559414735349326
9958.pkl,0.38462723605250615
4970.pkl,0.7244129049206463
4331.pkl,0.2362849430027096
2681.pkl,0.8462768579463559
3766.pkl,0.3668861473937339
8652.pkl,0.7783316391781936
9659.pkl,0.6254933940147421
10295.pkl,0.7304471491956108
10446.pkl,0.4489443930808674
820.pkl,1.0155602868443818
8599.pkl,0.5994601111844937
9846.pkl,0.6894205513326633
8242.pkl,0.3586054300289808
10905.pkl,1.0755622967157605
1335.pkl,0.6849149704379256
1880.pkl,0.7105433886906357
6768.pkl,0.8409146023583035
3286.pkl,0.6445870960801632
3115.pkl,0.2726927042697563
4815.pkl,0.5479556414035862
10690.pkl,0.7414578690763186
353.pkl,0.9800219166155526
1573.pkl,0.5200259610880172
3145.pkl,0.36660765607290596
7851.pkl,0.5393141531978501
5271.pkl,0.16362320198114752
5123.pkl,0.6401696097385569
10488.pkl,1.4985914619255722
11179.pkl,0.22301961480523136
4693.pkl,0.7145444999232069
11108.pkl,0.19602992923277598
1003.pkl,0.6746442969736823
9316.pkl,0.21416496453323616
10129.pkl,0.510291496008594
9283.pkl,0.21120584308783694
8775.pkl,0.7470773034130288
1189.pkl,0.5592143429585659
6359.pkl,0.6545766567720022
10365.pkl,0.49282755051472893
7808.pkl,0.31233175418241144
2355.pkl,0.6493934282858366
4836.pkl,0.5089160213340761
10880.pkl,0.8775477610014093
2240.pkl,0.42762589373644616
10520.pkl,0.7264429905242656
10516.pkl,0.8654546808118673
5712.pkl,0.8256239248229461
4302.pkl,0.6900991361079495
1676.pkl,0.6372516374099161
1051.pkl,0.6794107635227407
8814.pkl,0.9901021079259795
2224.pkl,0.41690621165336017
7785.pkl,0.36060653097316697
5859.pkl,0.6077538008644287
9735.pkl,0.3893474609774806
3598.pkl,0.5849018794398619
338.pkl,0.46852616239152683
9760.pkl,0.5398576598787111
9149.pkl,0.6818611089607258
9555.pkl,0.8046098511117115
10746.pkl,0.6414368619365785
8460.pkl,0.3027016347374182
2636.pkl,0.3152183910613805
4014.pkl,0.25260204121351704
1590.pkl,0.5659417457917292
10797.pkl,0.5328335345141427
9194.pkl,0.4512177927891785
5226.pkl,0.6681420516692642
4477.pkl,0.9308732771809608
8162.pkl,0.5354236042916978
9153.pkl,0.28322720945964364
10689.pkl,0.9643778784195128
3914.pkl,0.269384230982432
10168.pkl,0.9311539253055958
7921.pkl,0.20724964927489753
6769.pkl,0.6656784483538145
4586.pkl,0.6732862340302587
1656.pkl,0.4293692771314849
9206.pkl,0.7679359788458906
1043.pkl,0.7088846506801058
9812.pkl,0.6322744436937677
1898.pkl,0.5740941434511779
8959.pkl,0.6786605561316448
5467.pkl,0.5186675838875373
8412.pkl,0.41114246278409605
1834.pkl,0.2966910124938141
4551.pkl,0.539989390043721
3352.pkl,0.6508982220949228
8379.pkl,0.7505938762013526
3199.pkl,0.5094442977272883
536.pkl,0.5936963323490614
4544.pkl,0.5943303315043655
3261.pkl,0.5187476825306772
4674.pkl,0.5530395169024905
1418.pkl,0.9211737502688012
4994.pkl,0.224701948956418
10315.pkl,0.2204391130533365
321.pkl,0.5608365213442535
10960.pkl,0.6628954767570179
10562.pkl,0.7275432765693282
9127.pkl,0.43286885509746015
1709.pkl,0.41762084888694107
4571.pkl,0.8743117744662808
5733.pkl,0.6908342074313287
6527.pkl,0.4514059619278034
1152.pkl,0.35279146742342127
4134.pkl,0.5649831002116548
5866.pkl,0.9203802091908417
3814.pkl,0.6385102954642415
8834.pkl,0.6367584154558997
2143.pkl,0.7079896151419104
3931.pkl,0.608627850861449
6665.pkl,0.6439493996370493
2022.pkl,0.4195197545393417
1677.pkl,0.6248980509017955
1160.pkl,0.2704733708060205
5021.pkl,0.43781251917219094
2536.pkl,0.6751660779207475
6510.pkl,0.6175225804298636
1322.pkl,0.8378089284289575
746.pkl,1.0852543486248658
7901.pkl,0.3954344593569893
11107.pkl,0.5690070352745042
9582.pkl,0.22832175367309387
5738.pkl,0.5477745402881941
8560.pkl,0.9040172967737387
3698.pkl,0.3261546183149351
4697.pkl,0.7614311224064606
7736.pkl,0.6770883304817279
6530.pkl,0.6161327276254945
2715.pkl,0.30117261015543123
2829.pkl,0.6577447669285353
351.pkl,0.4323774855835767
4698.pkl,0.9842471263847745
10107.pkl,0.5074900289244
2025.pkl,1.1274985901626897
6090.pkl,0.820068663819658
395.pkl,0.8078967382218424
10053.pkl,0.6728114420617692
5655.pkl,0.8625380881486617
4109.pkl,0.5225657473434397
582.pkl,0.8837475538388964
745.pkl,0.6303795398992251
2630.pkl,0.48916219328219435
7908.pkl,0.5856787744731857
3399.pkl,0.5263825301849209
24.pkl,0.8093637012932837
5940.pkl,1.0460512046055217
9298.pkl,0.582521874436891
6680.pkl,0.20996791448061417
615.pkl,0.4235985889748469
10001.pkl,0.31704643786095704
9669.pkl,0.5776313312034058
11156.pkl,0.6709674359979628
457.pkl,0.9208115184375661
5283.pkl,0.825301920042118
2165.pkl,0.7726363789821711
3615.pkl,0.4310523746592738
1747.pkl,0.4693128962816045
1138.pkl,0.23479190283785
5414.pkl,0.8650234325873171
131.pkl,0.689900296616919
9273.pkl,0.5275240682474541
4929.pkl,0.738448173264946
6810.pkl,0.7517438584429988
7668.pkl,0.7837579147412456
6943.pkl,0.4906724114281761
9191.pkl,0.8335982923478247
11065.pkl,0.995278641960377
4273.pkl,1.004113584766342
662.pkl,0.7233745223142414
1831.pkl,0.9979133379429708
2896.pkl,0.5045286395450385
7268.pkl,1.0400189891462917
2637.pkl,0.5248481956667396
1125.pkl,0.5341690190149089
511.pkl,0.3456093018422638
6516.pkl,0.5967363527260424
2534.pkl,0.8720298113223137
7465.pkl,0.7109347910058454
5696.pkl,0.9315188172199226
1663.pkl,0.7165807912006106
6733.pkl,0.36017301159173215
7828.pkl,0.8934812008635128
4759.pkl,0.6729013209363564
4542.pkl,0.6769367654296302
4088.pkl,0.6856206900825805
1284.pkl,0.41592583162024166
9244.pkl,0.36321768429362067
6664.pkl,0.6309635104171877
8380.pkl,0.59449516098794
1039.pkl,0.5316441483395583
4600.pkl,0.34327332287169776
9666.pkl,0.5436398028598898
1392.pkl,0.7289447780078883
7221.pkl,1.2759591806153485
6127.pkl,0.783000213867597
2777.pkl,0.6429150096683178
11091.pkl,0.41789973365995864
5956.pkl,0.81987144205611
4162.pkl,0.987112977521166
10085.pkl,0.5561755751692371
6679.pkl,0.536022497502028
1647.pkl,1.3743218795294336
5459.pkl,0.5721536374142662
3856.pkl,0.2762160509130238
7530.pkl,0.41541474951220086
8252.pkl,0.4316266555918846
10167.pkl,0.35489192384504936
9216.pkl,0.9439422193204547
5762.pkl,0.29797704833189614
3505.pkl,0.641477356615742
2220.pkl,0.5752346100642157
9951.pkl,1.121654336785838
6115.pkl,0.827044260381522
5548.pkl,0.5872604863722456
749.pkl,0.2642064306056606
5302.pkl,0.9289767136803696
10909.pkl,0.6450592691696486
9496.pkl,0.8342399336164199
8173.pkl,0.5722011080950711
4618.pkl,0.9565168148066298
10630.pkl,0.6353086074657045
4100.pkl,0.5252242384831496
2856.pkl,0.8424009316352067
8673.pkl,0.20821020837245957
9881.pkl,0.20394667065877634
7239.pkl,0.9785086402169039
3667.pkl,0.6621206807708491
11191.pkl,1.0590771727937116
1951.pkl,0.48862406531428637
2153.pkl,0.5287633736607211
7863.pkl,0.8100872954122663
7276.pkl,0.7539266224405778
4127.pkl,0.7088616818381819
2980.pkl,0.48807747351961644
8740.pkl,0.8580738766979031
10351.pkl,0.570410567842059
3263.pkl,0.447138979280338
8941.pkl,0.9797341522577504
9176.pkl,0.44049308009248306
10169.pkl,0.6055875106664846
5846.pkl,0.9222694099980852
2582.pkl,0.24504943943971433
4304.pkl,0.4965367272937082
10981.pkl,0.32136190534164616
9256.pkl,0.7162770408821347
3697.pkl,0.5941974099394018
9586.pkl,0.5690418545141083
10519.pkl,0.726911351750617
5691.pkl,0.9151598612734786
454.pkl,0.556079020137531
4525.pkl,0.6476599560306311
1769.pkl,0.9357721267526109
9451.pkl,0.6189889848871445
839.pkl,0.6425331498333958
5437.pkl,0.23263806250228322
856.pkl,0.47017265518035073
3171.pkl,1.0705056212612223
9031.pkl,0.8075837988547105
9039.pkl,0.6663940414642325
5037.pkl,0.5582263195668153
5455.pkl,0.6734551719407859
1792.pkl,0.23302350894321675
470.pkl,0.6138514885503003
4728.pkl,0.6422599684480288
9860.pkl,0.5556072757225979
2362.pkl,0.6261578503942824
2875.pkl,0.3468646735870314
4011.pkl,0.3317741765313021
8957.pkl,0.3671705191956098
5625.pkl,0.34153548156553803
1872.pkl,0.6796816676233429
2080.pkl,0.409600448734048
7075.pkl,0.6391212135415252
5388.pkl,0.43081366669984084
4900.pkl,0.6096078889865997
9310.pkl,0.8614249978899666
8667.pkl,0.2676987953485508
3681.pkl,0.8166401806349682
3984.pkl,0.3964901616048414
8232.pkl,0.3364757101410942
9065.pkl,0.5426220032271865
3645.pkl,0.686272437197683
4117.pkl,0.8571868314194918
5547.pkl,1.1326776246181784
6468.pkl,0.9826390405575277
11045.pkl,0.586495526000153
9952.pkl,0.7189045182784113
8393.pkl,0.5459151354804621
5840.pkl,0.4708960970133511
2235.pkl,0.6089541889392422
419.pkl,0.3750442455666254
3447.pkl,0.8934925099956164
1131.pkl,0.911653913147085
10786.pkl,0.7536549426767116
6377.pkl,0.9864682772374103
2513.pkl,0.43998225261437784
6062.pkl,0.9180261152068223
11213.pkl,0.3532061546101995
3993.pkl,0.6866184130719359
3955.pkl,0.682022318232065
9270.pkl,0.4607692501072647
4684.pkl,0.813173268312106
6582.pkl,0.5844245739319244
9423.pkl,0.9458216284786659
7886.pkl,0.7903217297193532
3392.pkl,0.7273208704678508
8022.pkl,0.40167892516281123
9995.pkl,0.34422735521376135
11185.pkl,0.5053667048762384
410.pkl,0.8034265119381022
1533.pkl,0.32993931668089893
6987.pkl,0.7090878316217705
9639.pkl,0.8109016879697182
5450.pkl,1.0381999894188187
1916.pkl,0.863538264506723
88.pkl,0.8302431925573508
10187.pkl,0.897253319725465
9275.pkl,1.0042570041109153
6475.pkl,0.869316223523715
10402.pkl,0.7124848902159853
2042.pkl,0.8955463421682632
3102.pkl,0.5513175843268393
2989.pkl,0.47202420732511935
462.pkl,0.5151505369654591
2906.pkl,0.1989842381292267
768.pkl,0.35341530776476204
4418.pkl,0.823784319091213
1346.pkl,0.8133034318084159
6267.pkl,0.3096429130402407
4665.pkl,0.7141405194055755
10072.pkl,1.1058398745964129
7868.pkl,0.9036843808200115
3289.pkl,0.483686652891836
10141.pkl,0.4083670304673502
3732.pkl,0.46981063588101374
10164.pkl,0.8059709731082385
7523.pkl,0.934027270874646
6933.pkl,0.9563453696516171
5224.pkl,0.67392777074141
7696.pkl,0.8587274666713656
11094.pkl,0.75387911227814
9596.pkl,0.5636715997413176
9763.pkl,0.41566481239974484
2571.pkl,0.6613173821605547
3740.pkl,0.653410831844203
4803.pkl,0.4292802275320207
2949.pkl,0.5485748723491592
4115.pkl,0.28571863038376977
1680.pkl,0.8882067879532277
2502.pkl,0.516811264697516
5374.pkl,0.4565267799264862
3587.pkl,0.7145978263030931
4659.pkl,0.6937566522729283
4717.pkl,0.3314049191530328
4250.pkl,0.5750294624714941
8963.pkl,0.9386287700673799
4953.pkl,0.62669107903012
4917.pkl,0.45842173012300635
6121.pkl,0.6453019648998959
8059.pkl,0.35328703530789674
10785.pkl,0.720027690111359
3545.pkl,0.5320843683673071
6520.pkl,0.8472188898216646
8331.pkl,0.7534979028014781
1787.pkl,0.9167626173016697
9392.pkl,0.43228262916738697
9714.pkl,0.7436122735794469
6093.pkl,0.7584916617621598
1930.pkl,0.30994268087578897
1190.pkl,0.613706180800959
9038.pkl,0.6213252141674993
471.pkl,0.789209934082746
3883.pkl,2.0591679081465313
8871.pkl,0.41851377396034783
1358.pkl,0.8521738579005563
9970.pkl,0.6937271249802989
7070.pkl,0.3222384693215481
5440.pkl,0.6912980104395856
8651.pkl,0.5724251641103422
9185.pkl,0.8303233822615752
1023.pkl,0.43806993843839787
2994.pkl,0.7587087141412847
6541.pkl,0.8600036786167672
5494.pkl,0.7321957116191343
1277.pkl,0.746814107006164
4097.pkl,0.3433944842006389
10243.pkl,1.0363296685897798
5064.pkl,0.4441273501854963
7819.pkl,0.566397203639233
4798.pkl,0.24632710059198934
10138.pkl,0.8166282723837787
4211.pkl,0.532610648281416
6784.pkl,0.9210637632308432
7028.pkl,0.5118133607628574
9238.pkl,0.5809756928578078
7270.pkl,0.6899227419358064
10229.pkl,0.9076947332201765
4663.pkl,0.4399141747998395
10539.pkl,0.6442677060501266
1683.pkl,0.7481159906057746
2985.pkl,0.8653483041588321
946.pkl,0.6563606067420089
9020.pkl,0.8264370058738912
567.pkl,0.6985440095622697
7181.pkl,0.7131016077433683
7731.pkl,0.6303446631915185
5977.pkl,0.7187065805254529
11009.pkl,0.7604784924600506
10143.pkl,0.37740823668209716
7526.pkl,0.9622315092331156
5356.pkl,0.8282219920815306
4201.pkl,0.9381422332689485
8684.pkl,0.31567379664485634
177.pkl,0.8393171158719651
9443.pkl,0.8970913404662177
281.pkl,0.7963661637148153
654.pkl,0.44455925588848033
3327.pkl,0.6063721207873212
2893.pkl,0.7550290610032914
2525.pkl,0.3384518773930451
6989.pkl,0.5968103409131379
7206.pkl,0.6165969043053919
7833.pkl,0.5934278916719226
9906.pkl,0.3426823340048773
693.pkl,0.521302994580105
2698.pkl,0.2376690967487069
9116.pkl,0.6657050331066148
5881.pkl,0.29943310989415395
2214.pkl,0.6323676833006452
3647.pkl,0.5074134495190411
4234.pkl,0.9476947943639589
3625.pkl,0.7324095112755614
9690.pkl,0.9758180499198942
8901.pkl,0.36571348471773263
8603.pkl,0.7644442188093344
10770.pkl,1.1968272949879544
3012.pkl,0.21513841670649408
7950.pkl,0.7003673359742582
5678.pkl,0.819015621525553
1567.pkl,0.4392505971219292
354.pkl,0.18495023253822748
3778.pkl,1.1535132975507514
2751.pkl,0.44440233591746986
10800.pkl,0.3565205859172862
573.pkl,0.913073322532336
6552.pkl,0.5446260185634124
9807.pkl,0.5379739475826284
690.pkl,0.6977000851543078
8823.pkl,0.9237596588290397
10982.pkl,0.2710602316430557
4323.pkl,0.7349236792855149
8217.pkl,0.5087574969093165
533.pkl,0.22132283310246997
9542.pkl,0.6932501232670402
3388.pkl,0.4678435113142049
855.pkl,1.0555249729379323
3294.pkl,0.7754648388150699
1395.pkl,0.9985003903084045
7236.pkl,0.6559109093751617
10473.pkl,0.5103613513215722
7384.pkl,0.5136152939034083
7045.pkl,0.38252661544291766
736.pkl,0.6220135004184513
1759.pkl,0.8971332360528104
2844.pkl,0.9280854779349206
3932.pkl,1.0654807416827778
6702.pkl,0.6180002092479869
7485.pkl,0.2847737931444066
5927.pkl,0.6151236011916447
10983.pkl,0.5385172725950834
8746.pkl,0.27764335917294763
6743.pkl,0.5242932616628189
10478.pkl,0.7536022422612633
7246.pkl,0.33892722298143063
3579.pkl,0.7021879510212312
4507.pkl,0.3256158159159572
7838.pkl,0.5336643395510523
7553.pkl,0.1976912005479661
10177.pkl,1.010795507265563
5115.pkl,0.9998951065157115
8570.pkl,1.010413182241831
2723.pkl,0.8693830350391538
1723.pkl,0.3504262298189623
3429.pkl,0.6723891731457378
9050.pkl,0.4011784671010283
6806.pkl,0.6996710753820224
6740.pkl,0.5171472864449861
1169.pkl,0.40513320520071794
3826.pkl,0.5433755438677387
3008.pkl,0.7050525016678487
6123.pkl,0.6297607800538403
2999.pkl,0.6747146053831369
204.pkl,0.4175794445238653
5533.pkl,0.8531086533984041
869.pkl,0.7793727835937477
4721.pkl,0.46427546164664557
3525.pkl,0.369612611071437
8017.pkl,0.5112102362537839
11115.pkl,0.6683125974058095
5497.pkl,0.3356639673263142
3238.pkl,0.5392368411540691
8269.pkl,0.8575658957897686
4528.pkl,0.45626681154530085
190.pkl,0.7545583002582389
1423.pkl,0.5381901617009369
7099.pkl,0.5505035566351573
9929.pkl,0.42543804213338215
8190.pkl,0.5315793837491339
7793.pkl,0.6246611065454112
3997.pkl,0.8022423409358139
5632.pkl,0.6938463405116942
2607.pkl,0.8988575388931217
9059.pkl,1.028487888976493
3173.pkl,0.5796516494111351
4989.pkl,0.559747073046354
8401.pkl,0.929883623283387
1837.pkl,0.2767771040501566
114.pkl,0.6639535048575774
5055.pkl,1.0075207636412569
4325.pkl,0.19879983678149118
4924.pkl,0.8289820521519413
8398.pkl,1.2939456212479599
9913.pkl,0.2671250149491143
4220.pkl,0.46441280140036184
2925.pkl,0.26967731306077475
7323.pkl,1.0626703795725938
6474.pkl,0.7528590368670687
818.pkl,0.3608072557858636
3445.pkl,0.48571647577932636
10270.pkl,0.694580353084569
10232.pkl,0.6438376981237426
9959.pkl,0.17147109050304063
7510.pkl,0.480885611182242
3877.pkl,0.7712378984587324
5018.pkl,0.711013937061219
7227.pkl,0.6235755386170342
10239.pkl,0.28788052560425037
4553.pkl,0.8810901933253654
544.pkl,0.3162448977033561
957.pkl,0.4848126549595407
7149.pkl,0.6177307954261595
6038.pkl,0.5157084594556507
11048.pkl,0.8054601461063429
2834.pkl,0.7207279321224043
7238.pkl,0.5541275505850095
5634.pkl,0.39051377716640273
6873.pkl,0.801839312333987
5867.pkl,0.6256340264367765
8942.pkl,0.8306238867301958
6905.pkl,0.22455204205966964
10077.pkl,0.7123583130912998
8292.pkl,0.6410938805556465
8211.pkl,0.25572558842203114
8687.pkl,0.633590494621004
5083.pkl,0.5904409978484597
1218.pkl,0.4518893186353111
8530.pkl,0.532123294587705
8275.pkl,0.4543604070123358
4751.pkl,0.561236252812272
5650.pkl,0.8504558200591799
9084.pkl,0.7406101003894098
9668.pkl,0.9158960048783361
8582.pkl,0.3229327351095918
6737.pkl,0.7735936657900577
7254.pkl,0.32309506648067293
1672.pkl,0.3943945123928998
3378.pkl,0.6100916836128898
6599.pkl,0.5934422775109153
392.pkl,0.5944166140592672
10068.pkl,0.6961093623515452
10625.pkl,0.5131934206854631
1593.pkl,0.5216854591450406
9527.pkl,0.3806747429264518
1864.pkl,0.9406344462034569
7761.pkl,0.41198348756606434
692.pkl,1.0760381859486936
8480.pkl,0.8875589461556985
9516.pkl,0.26669206863521966
9891.pkl,0.6012722405059855
11165.pkl,0.6425456794575923
10260.pkl,0.8201133966119265
4257.pkl,0.5371296686890796
10114.pkl,0.8328025545384682
8385.pkl,0.5093261869809317
6390.pkl,1.1323180927078422
829.pkl,0.24839241946517504
10034.pkl,0.6558319885769947
7516.pkl,0.6830635173276639
4891.pkl,0.3535366361745779
8351.pkl,0.5337785238532115
252.pkl,0.6614466235710689
101.pkl,1.0208489069940812
2097.pkl,0.2760057773077541
542.pkl,0.648518029346321
220.pkl,0.46624707150664385
11028.pkl,0.8836536161943458
7203.pkl,0.3653657797459508
8889.pkl,0.3270334196000582
8243.pkl,0.5007017649888371
7640.pkl,0.49175266353813746
90.pkl,0.4865717895760073
10556.pkl,0.6097690630766258
6850.pkl,0.3867515660929731
810.pkl,0.7047166682655907
4118.pkl,0.7473148408896375
8381.pkl,0.7934383827668012
4062.pkl,0.7321636480906459
2531.pkl,0.5513391877939364
2114.pkl,0.7683685820798686
2872.pkl,1.223862987339605
4846.pkl,0.6102623624811822
943.pkl,0.3002227438241945
10527.pkl,0.5859372646582157
6143.pkl,0.54843264000914
7468.pkl,0.7983049308158839
7722.pkl,0.7941255069161184
1638.pkl,0.2574940982909042
1053.pkl,0.5286212732241491
10858.pkl,0.6924168758722294
3464.pkl,0.5772530750013743
1424.pkl,0.5018456918134909
6558.pkl,0.3187931173905404
6554.pkl,0.7570555721244112
10730.pkl,0.572065918168424
7781.pkl,0.6695174993046841
2216.pkl,0.5357357399939724
279.pkl,0.48042907079004826
2833.pkl,0.8118891245653539
2813.pkl,1.2927629351420313
7285.pkl,0.4222697342302079
10070.pkl,0.5263670106923207
6659.pkl,0.5765624553491682
398.pkl,0.24449908757098238
4791.pkl,0.6141641092318861
